feature,probability_change_per_1sd,std_error_clustered,p_value,ci_low,ci_high
neighbor_nonfatal_protests,0.0003801463555005185,0.00046626356422023365,0.4148985571573325,-0.000533713437674418,0.001294006148675455
neighbor_fatal_protests,7.950022466748037e-05,0.00016169578896338874,0.6229559022512019,-0.00023741769815255068,0.0003964181474875114
